Sexo;Edad;Nivel de formación alcanzado;Periodo;Total
Hombres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T2;44,6
Hombres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T1;51,5
Hombres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T4;51,9
Hombres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T3;47,2
Hombres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T2;47,8
Hombres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T1;46,9
Hombres;De 20 a 24 años;Educación superior;2025T1;40,4
Hombres;De 20 a 24 años;Educación superior;2024T4;44,6
Hombres;De 20 a 24 años;Educación superior;2024T3;52,6
Hombres;De 20 a 24 años;Educación superior;2024T2;35,7
Hombres;De 20 a 24 años;Educación superior;2024T1;39,2
Hombres;De 20 a 24 años;Educación superior;2023T4;51,5
Hombres;De 20 a 24 años;Educación superior;2023T3;60,6
Hombres;De 20 a 24 años;Educación superior;2023T2;39,9
Hombres;De 20 a 24 años;Educación superior;2023T1;37,1
Hombres;De 20 a 24 años;Educación superior;2022T4;38,3
Hombres;De 20 a 24 años;Educación superior;2022T3;43
Hombres;De 20 a 24 años;Educación superior;2022T2;32
Hombres;De 20 a 24 años;Educación superior;2022T1;34
Hombres;De 20 a 24 años;Educación superior;2021T4;42,8
Hombres;De 20 a 24 años;Educación superior;2021T3;58,5
Hombres;De 20 a 24 años;Educación superior;2021T2;48,8
Hombres;De 20 a 24 años;Educación superior;2021T1;56,5
Hombres;De 20 a 24 años;Educación superior;2020T4;51,2
Hombres;De 20 a 24 años;Educación superior;2020T3;56,3
Hombres;De 20 a 24 años;Educación superior;2020T2;40,1
Hombres;De 20 a 24 años;Educación superior;2020T1;32,7
Hombres;De 20 a 24 años;Educación superior;2019T4;31,9
Hombres;De 20 a 24 años;Educación superior;2019T3;44,2
Hombres;De 20 a 24 años;Educación superior;2019T2;28,7
Hombres;De 20 a 24 años;Educación superior;2019T1;33,3
Hombres;De 20 a 24 años;Educación superior;2018T4;39,5
Hombres;De 20 a 24 años;Educación superior;2018T3;42,5
Hombres;De 20 a 24 años;Educación superior;2018T2;29
Hombres;De 20 a 24 años;Educación superior;2018T1;35,2
Hombres;De 20 a 24 años;Educación superior;2017T4;33
Hombres;De 20 a 24 años;Educación superior;2017T3;44,6
Hombres;De 20 a 24 años;Educación superior;2017T2;38,3
Hombres;De 20 a 24 años;Educación superior;2017T1;35,8
Hombres;De 20 a 24 años;Educación superior;2016T4;43,2
Hombres;De 20 a 24 años;Educación superior;2016T3;42,2
Hombres;De 20 a 24 años;Educación superior;2016T2;38,4
Hombres;De 20 a 24 años;Educación superior;2016T1;40,2
Hombres;De 20 a 24 años;Educación superior;2015T4;45,8
Hombres;De 20 a 24 años;Educación superior;2015T3;55,9
Hombres;De 20 a 24 años;Educación superior;2015T2;50,9
Hombres;De 20 a 24 años;Educación superior;2015T1;49,8
Hombres;De 20 a 24 años;Educación superior;2014T4;50,8
Hombres;De 20 a 24 años;Educación superior;2014T3;60,1
Hombres;De 20 a 24 años;Educación superior;2014T2;45,9
Hombres;De 20 a 24 años;Educación superior;2014T1;47,5
Hombres;De 25 a 29 años;Total;2025T1;175,7
Hombres;De 25 a 29 años;Total;2024T4;164,9
Hombres;De 25 a 29 años;Total;2024T3;179,1
Hombres;De 25 a 29 años;Total;2024T2;156,2
Hombres;De 25 a 29 años;Total;2024T1;181,9
Hombres;De 25 a 29 años;Total;2023T4;169,5
Hombres;De 25 a 29 años;Total;2023T3;156,7
Hombres;De 25 a 29 años;Total;2023T2;171,5
Hombres;De 25 a 29 años;Total;2023T1;191,2
Hombres;De 25 a 29 años;Total;2022T4;191,1
Hombres;De 25 a 29 años;Total;2022T3;163,5
Hombres;De 25 a 29 años;Total;2022T2;153,5
Hombres;De 25 a 29 años;Total;2022T1;204,6
Hombres;De 25 a 29 años;Total;2021T4;216
Hombres;De 25 a 29 años;Total;2021T3;237,6
Hombres;De 25 a 29 años;Total;2021T2;237,6
Hombres;De 25 a 29 años;Total;2021T1;249,2
Hombres;De 25 a 29 años;Total;2020T4;250,6
Hombres;De 25 a 29 años;Total;2020T3;250
Hombres;De 25 a 29 años;Total;2020T2;235,7
Hombres;De 25 a 29 años;Total;2020T1;203,3
Hombres;De 25 a 29 años;Total;2019T4;208,9
Hombres;De 25 a 29 años;Total;2019T3;201
Hombres;De 25 a 29 años;Total;2019T2;206,4
Hombres;De 25 a 29 años;Total;2019T1;208,8
Hombres;De 25 a 29 años;Total;2018T4;203,5
Hombres;De 25 a 29 años;Total;2018T3;197
Hombres;De 25 a 29 años;Total;2018T2;210
Hombres;De 25 a 29 años;Total;2018T1;231,7
Hombres;De 25 a 29 años;Total;2017T4;225,3
Hombres;De 25 a 29 años;Total;2017T3;227,8
Hombres;De 25 a 29 años;Total;2017T2;236,7
Hombres;De 25 a 29 años;Total;2017T1;258
Hombres;De 25 a 29 años;Total;2016T4;251,5
Hombres;De 25 a 29 años;Total;2016T3;249,7
Hombres;De 25 a 29 años;Total;2016T2;279
Hombres;De 25 a 29 años;Total;2016T1;304,5
Hombres;De 25 a 29 años;Total;2015T4;320,6
Hombres;De 25 a 29 años;Total;2015T3;314,6
Hombres;De 25 a 29 años;Total;2015T2;326,7
Hombres;De 25 a 29 años;Total;2015T1;347,8
Hombres;De 25 a 29 años;Total;2014T4;357,2
Hombres;De 25 a 29 años;Total;2014T3;339,7
Hombres;De 25 a 29 años;Total;2014T2;361,7
Hombres;De 25 a 29 años;Total;2014T1;399,5
Hombres;De 25 a 29 años;Analfabetos;2025T1;..
Hombres;De 25 a 29 años;Analfabetos;2024T4;..
Hombres;De 25 a 29 años;Analfabetos;2024T3;..
Hombres;De 25 a 29 años;Analfabetos;2024T2;0,5
Hombres;De 25 a 29 años;Analfabetos;2024T1;..
Hombres;De 25 a 29 años;Analfabetos;2023T4;..
Hombres;De 25 a 29 años;Analfabetos;2023T3;0,8
Hombres;De 25 a 29 años;Analfabetos;2023T2;..
Hombres;De 25 a 29 años;Analfabetos;2023T1;..
Hombres;De 25 a 29 años;Analfabetos;2022T4;..
Hombres;De 25 a 29 años;Analfabetos;2022T3;..
Hombres;De 25 a 29 años;Analfabetos;2022T2;..
Hombres;De 25 a 29 años;Analfabetos;2022T1;1,6
Hombres;De 25 a 29 años;Analfabetos;2021T4;..
Hombres;De 25 a 29 años;Analfabetos;2021T3;..
Hombres;De 25 a 29 años;Analfabetos;2021T2;0,4
Hombres;De 25 a 29 años;Analfabetos;2021T1;..
Hombres;De 25 a 29 años;Analfabetos;2020T4;0,5
Hombres;De 25 a 29 años;Analfabetos;2020T3;0
Hombres;De 25 a 29 años;Analfabetos;2020T2;0,4
Hombres;De 25 a 29 años;Analfabetos;2020T1;0,2
Hombres;De 25 a 29 años;Analfabetos;2019T4;0,2
Hombres;De 25 a 29 años;Analfabetos;2019T3;0
Hombres;De 25 a 29 años;Analfabetos;2019T2;0
Hombres;De 25 a 29 años;Analfabetos;2019T1;0
Hombres;De 25 a 29 años;Analfabetos;2018T4;0,6
Hombres;De 25 a 29 años;Analfabetos;2018T3;1
Hombres;De 25 a 29 años;Analfabetos;2018T2;1,4
Hombres;De 25 a 29 años;Analfabetos;2018T1;0
Hombres;De 25 a 29 años;Analfabetos;2017T4;0
Hombres;De 25 a 29 años;Analfabetos;2017T3;0,7
Hombres;De 25 a 29 años;Analfabetos;2017T2;0,5
Hombres;De 25 a 29 años;Analfabetos;2017T1;0,8
Hombres;De 25 a 29 años;Analfabetos;2016T4;0,8
Hombres;De 25 a 29 años;Analfabetos;2016T3;0,3
Hombres;De 25 a 29 años;Analfabetos;2016T2;0,3
Hombres;De 25 a 29 años;Analfabetos;2016T1;0
Hombres;De 25 a 29 años;Analfabetos;2015T4;0
Hombres;De 25 a 29 años;Analfabetos;2015T3;0
Hombres;De 25 a 29 años;Analfabetos;2015T2;0
Hombres;De 25 a 29 años;Analfabetos;2015T1;1,5
Hombres;De 25 a 29 años;Analfabetos;2014T4;0
Hombres;De 25 a 29 años;Analfabetos;2014T3;0,2
Hombres;De 25 a 29 años;Analfabetos;2014T2;0
Hombres;De 25 a 29 años;Analfabetos;2014T1;1,1
Hombres;De 25 a 29 años;Estudios primarios incompletos;2025T1;0,5
Hombres;De 25 a 29 años;Estudios primarios incompletos;2024T4;2
Hombres;De 25 a 29 años;Estudios primarios incompletos;2024T3;1,6
Hombres;De 25 a 29 años;Estudios primarios incompletos;2024T2;1,9
Hombres;De 25 a 29 años;Estudios primarios incompletos;2024T1;0,9
Hombres;De 25 a 29 años;Estudios primarios incompletos;2023T4;1,4
Hombres;De 25 a 29 años;Estudios primarios incompletos;2023T3;..
Hombres;De 25 a 29 años;Estudios primarios incompletos;2023T2;0,1
Hombres;De 25 a 29 años;Estudios primarios incompletos;2023T1;..
Hombres;De 25 a 29 años;Estudios primarios incompletos;2022T4;..
Hombres;De 25 a 29 años;Estudios primarios incompletos;2022T3;2
Hombres;De 25 a 29 años;Estudios primarios incompletos;2022T2;2,2
Hombres;De 25 a 29 años;Estudios primarios incompletos;2022T1;2,9
Hombres;De 25 a 29 años;Estudios primarios incompletos;2021T4;1,3
Hombres;De 25 a 29 años;Estudios primarios incompletos;2021T3;0,5
Hombres;De 25 a 29 años;Estudios primarios incompletos;2021T2;0,6
Hombres;De 25 a 29 años;Estudios primarios incompletos;2021T1;1,6
Hombres;De 25 a 29 años;Estudios primarios incompletos;2020T4;0,9
Hombres;De 25 a 29 años;Estudios primarios incompletos;2020T3;0,4
Hombres;De 25 a 29 años;Estudios primarios incompletos;2020T2;1
Hombres;De 25 a 29 años;Estudios primarios incompletos;2020T1;0,2
Hombres;De 25 a 29 años;Estudios primarios incompletos;2019T4;0,2
Hombres;De 25 a 29 años;Estudios primarios incompletos;2019T3;1,3
Hombres;De 25 a 29 años;Estudios primarios incompletos;2019T2;1,8
Hombres;De 25 a 29 años;Estudios primarios incompletos;2019T1;2,1
Hombres;De 25 a 29 años;Estudios primarios incompletos;2018T4;3
Hombres;De 25 a 29 años;Estudios primarios incompletos;2018T3;3,7
Hombres;De 25 a 29 años;Estudios primarios incompletos;2018T2;5
Hombres;De 25 a 29 años;Estudios primarios incompletos;2018T1;4,4
Hombres;De 25 a 29 años;Estudios primarios incompletos;2017T4;3,4
Hombres;De 25 a 29 años;Estudios primarios incompletos;2017T3;2,5
Hombres;De 25 a 29 años;Estudios primarios incompletos;2017T2;1,2
Hombres;De 25 a 29 años;Estudios primarios incompletos;2017T1;3,4
Hombres;De 25 a 29 años;Estudios primarios incompletos;2016T4;2,8
Hombres;De 25 a 29 años;Estudios primarios incompletos;2016T3;2,7
Hombres;De 25 a 29 años;Estudios primarios incompletos;2016T2;3,2
Hombres;De 25 a 29 años;Estudios primarios incompletos;2016T1;3,7
Hombres;De 25 a 29 años;Estudios primarios incompletos;2015T4;3,3
Hombres;De 25 a 29 años;Estudios primarios incompletos;2015T3;3,5
Hombres;De 25 a 29 años;Estudios primarios incompletos;2015T2;3,7
Hombres;De 25 a 29 años;Estudios primarios incompletos;2015T1;1,8
Hombres;De 25 a 29 años;Estudios primarios incompletos;2014T4;1,3
Hombres;De 25 a 29 años;Estudios primarios incompletos;2014T3;3
Hombres;De 25 a 29 años;Estudios primarios incompletos;2014T2;3,8
Hombres;De 25 a 29 años;Estudios primarios incompletos;2014T1;3,6
Hombres;De 25 a 29 años;Educación primaria;2025T1;10,4
Hombres;De 25 a 29 años;Educación primaria;2024T4;12,9
Hombres;De 25 a 29 años;Educación primaria;2024T3;11,9
Hombres;De 25 a 29 años;Educación primaria;2024T2;9,8
Hombres;De 25 a 29 años;Educación primaria;2024T1;14,2
Hombres;De 25 a 29 años;Educación primaria;2023T4;10,1
Hombres;De 25 a 29 años;Educación primaria;2023T3;12,3
Hombres;De 25 a 29 años;Educación primaria;2023T2;12,8
Hombres;De 25 a 29 años;Educación primaria;2023T1;12,4
Hombres;De 25 a 29 años;Educación primaria;2022T4;10,7
Hombres;De 25 a 29 años;Educación primaria;2022T3;11,6
Hombres;De 25 a 29 años;Educación primaria;2022T2;16,2
Hombres;De 25 a 29 años;Educación primaria;2022T1;15,2
Hombres;De 25 a 29 años;Educación primaria;2021T4;16,9
Hombres;De 25 a 29 años;Educación primaria;2021T3;24,9
Hombres;De 25 a 29 años;Educación primaria;2021T2;20
Hombres;De 25 a 29 años;Educación primaria;2021T1;12,1
Hombres;De 25 a 29 años;Educación primaria;2020T4;15,3
Hombres;De 25 a 29 años;Educación primaria;2020T3;15,9
Hombres;De 25 a 29 años;Educación primaria;2020T2;17,4
Hombres;De 25 a 29 años;Educación primaria;2020T1;14,4
Hombres;De 25 a 29 años;Educación primaria;2019T4;16,3
Hombres;De 25 a 29 años;Educación primaria;2019T3;14,3
Hombres;De 25 a 29 años;Educación primaria;2019T2;20,6
Hombres;De 25 a 29 años;Educación primaria;2019T1;21,1
Hombres;De 25 a 29 años;Educación primaria;2018T4;14,1
Hombres;De 25 a 29 años;Educación primaria;2018T3;20,4
Hombres;De 25 a 29 años;Educación primaria;2018T2;18,3
Hombres;De 25 a 29 años;Educación primaria;2018T1;17,7
Hombres;De 25 a 29 años;Educación primaria;2017T4;24
Hombres;De 25 a 29 años;Educación primaria;2017T3;27,7
Hombres;De 25 a 29 años;Educación primaria;2017T2;23,4
Hombres;De 25 a 29 años;Educación primaria;2017T1;26,6
Hombres;De 25 a 29 años;Educación primaria;2016T4;27,9
Hombres;De 25 a 29 años;Educación primaria;2016T3;29,5
Hombres;De 25 a 29 años;Educación primaria;2016T2;29,5
Hombres;De 25 a 29 años;Educación primaria;2016T1;39
Hombres;De 25 a 29 años;Educación primaria;2015T4;41,2
Hombres;De 25 a 29 años;Educación primaria;2015T3;38,1
Hombres;De 25 a 29 años;Educación primaria;2015T2;45,3
Hombres;De 25 a 29 años;Educación primaria;2015T1;44,3
Hombres;De 25 a 29 años;Educación primaria;2014T4;42,1
Hombres;De 25 a 29 años;Educación primaria;2014T3;34,1
Hombres;De 25 a 29 años;Educación primaria;2014T2;46,5
Hombres;De 25 a 29 años;Educación primaria;2014T1;45,5
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2025T1;62,2
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2024T4;52,8
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2024T3;56
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2024T2;51,9
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2024T1;50,3
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2023T4;51,1
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2023T3;47,5
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2023T2;57,5
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2023T1;63,9
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2022T4;55,1
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2022T3;50,7
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2022T2;42,1
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2022T1;62,8
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2021T4;73,9
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2021T3;73,3
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2021T2;70,6
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2021T1;86,1
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2020T4;81,4
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2020T3;75,3
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2020T2;75
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2020T1;66,5
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2019T4;81
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2019T3;74,8
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2019T2;67,7
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2019T1;68,6
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2018T4;69
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2018T3;59,4
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2018T2;76,3
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2018T1;88,7
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2017T4;81,7
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2017T3;82,3
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2017T2;99,6
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2017T1;107,1
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2016T4;91
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2016T3;95,3
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2016T2;116,7
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2016T1;121,5
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2015T4;125,8
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2015T3;124,3
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2015T2;132,7
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2015T1;143,4
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2014T4;146,2
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2014T3;141,9
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2014T2;141,2
Hombres;De 25 a 29 años;Primera etapa de Educación Secundaria y similar;2014T1;160,6
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2025T1;28,6
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2024T4;26,3
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2024T3;30,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2024T2;23,8
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2024T1;27,6
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2023T4;27,7
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2023T3;23,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2023T2;23,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2023T1;29
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2022T4;31
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2022T3;21,7
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2022T2;22,8
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2022T1;21,7
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2021T4;21,2
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2021T3;25,7
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2021T2;20,6
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2021T1;27,2
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2020T4;38,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2020T3;36
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2020T2;35,2
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2020T1;23,4
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2019T4;20,8
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2019T3;23,3
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2019T2;22,3
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2019T1;20,8
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2018T4;21,3
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2018T3;28,5
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2018T2;29,7
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2018T1;32,6
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2017T4;26,4
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2017T3;27,6
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2017T2;25,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2017T1;27,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2016T4;24,6
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2016T3;22,2
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2016T2;26,5
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2016T1;26,3
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2015T4;27,9
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2015T3;31,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2015T2;34,2
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2015T1;34,9
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2014T4;31,8
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2014T3;24,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2014T2;32,2
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria, con orientación general;2014T1;43,6
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T1;17,2
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T4;15,9
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T3;10,7
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T2;14,8
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T1;23,6
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;23,4
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;26
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;25,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;26,5
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;24,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;17,7
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;23,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;33
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;32,9
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;34,2
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;33,8
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;38,3
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;30
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;25,5
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;22,3
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;25,9
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;21,7
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;23,6
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T2;23,9
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T1;29
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T4;25,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T3;22,2
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T2;23,1
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T1;27,2
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T4;25,8
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T3;24,4
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T2;21,5
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T1;26,6
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T4;27,5
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T3;25,7
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T2;23,3
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T1;35,5
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T4;40
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T3;34,8
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T2;32
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T1;44,7
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T4;39,9
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T3;36,9
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T2;41,2
Hombres;De 25 a 29 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T1;37,9
Hombres;De 25 a 29 años;Educación superior;2025T1;56,8
