Sexo;Edad;Estado civil;Periodo;Total
Hombres;De 60 a 64 años;Viudos/Viudas;2023T1;2,2
Hombres;De 60 a 64 años;Viudos/Viudas;2022T4;1,5
Hombres;De 60 a 64 años;Viudos/Viudas;2022T3;2,1
Hombres;De 60 a 64 años;Viudos/Viudas;2022T2;1,5
Hombres;De 60 a 64 años;Viudos/Viudas;2022T1;4,4
Hombres;De 60 a 64 años;Viudos/Viudas;2021T4;2,1
Hombres;De 60 a 64 años;Viudos/Viudas;2021T3;2
Hombres;De 60 a 64 años;Viudos/Viudas;2021T2;3,2
Hombres;De 60 a 64 años;Viudos/Viudas;2021T1;3,3
Hombres;De 60 a 64 años;Viudos/Viudas;2020T4;5,5
Hombres;De 60 a 64 años;Viudos/Viudas;2020T3;3,3
Hombres;De 60 a 64 años;Viudos/Viudas;2020T2;1,8
Hombres;De 60 a 64 años;Viudos/Viudas;2020T1;1,7
Hombres;De 60 a 64 años;Viudos/Viudas;2019T4;2,4
Hombres;De 60 a 64 años;Viudos/Viudas;2019T3;2,4
Hombres;De 60 a 64 años;Viudos/Viudas;2019T2;2
Hombres;De 60 a 64 años;Viudos/Viudas;2019T1;2,7
Hombres;De 60 a 64 años;Viudos/Viudas;2018T4;4,2
Hombres;De 60 a 64 años;Viudos/Viudas;2018T3;2,9
Hombres;De 60 a 64 años;Viudos/Viudas;2018T2;5,1
Hombres;De 60 a 64 años;Viudos/Viudas;2018T1;4,7
Hombres;De 60 a 64 años;Viudos/Viudas;2017T4;3,7
Hombres;De 60 a 64 años;Viudos/Viudas;2017T3;3,6
Hombres;De 60 a 64 años;Viudos/Viudas;2017T2;3,7
Hombres;De 60 a 64 años;Viudos/Viudas;2017T1;4,7
Hombres;De 60 a 64 años;Viudos/Viudas;2016T4;4
Hombres;De 60 a 64 años;Viudos/Viudas;2016T3;2,4
Hombres;De 60 a 64 años;Viudos/Viudas;2016T2;3,1
Hombres;De 60 a 64 años;Viudos/Viudas;2016T1;2,4
Hombres;De 60 a 64 años;Viudos/Viudas;2015T4;2,1
Hombres;De 60 a 64 años;Viudos/Viudas;2015T3;2,8
Hombres;De 60 a 64 años;Viudos/Viudas;2015T2;1,9
Hombres;De 60 a 64 años;Viudos/Viudas;2015T1;3,2
Hombres;De 60 a 64 años;Viudos/Viudas;2014T4;2,7
Hombres;De 60 a 64 años;Viudos/Viudas;2014T3;1,5
Hombres;De 60 a 64 años;Viudos/Viudas;2014T2;2,6
Hombres;De 60 a 64 años;Viudos/Viudas;2014T1;2,7
Hombres;De 60 a 64 años;Viudos/Viudas;2013T4;2,9
Hombres;De 60 a 64 años;Viudos/Viudas;2013T3;1,4
Hombres;De 60 a 64 años;Viudos/Viudas;2013T2;1,3
Hombres;De 60 a 64 años;Viudos/Viudas;2013T1;2,1
Hombres;De 60 a 64 años;Viudos/Viudas;2012T4;1,7
Hombres;De 60 a 64 años;Viudos/Viudas;2012T3;3,3
Hombres;De 60 a 64 años;Viudos/Viudas;2012T2;3,1
Hombres;De 60 a 64 años;Viudos/Viudas;2012T1;3,1
Hombres;De 60 a 64 años;Viudos/Viudas;2011T4;2,7
Hombres;De 60 a 64 años;Viudos/Viudas;2011T3;1,6
Hombres;De 60 a 64 años;Viudos/Viudas;2011T2;1,8
Hombres;De 60 a 64 años;Viudos/Viudas;2011T1;2,2
Hombres;De 60 a 64 años;Viudos/Viudas;2010T4;1,3
Hombres;De 60 a 64 años;Viudos/Viudas;2010T3;1
Hombres;De 60 a 64 años;Viudos/Viudas;2010T2;0,9
Hombres;De 60 a 64 años;Viudos/Viudas;2010T1;0,8
Hombres;De 60 a 64 años;Viudos/Viudas;2009T4;1,6
Hombres;De 60 a 64 años;Viudos/Viudas;2009T3;2
Hombres;De 60 a 64 años;Viudos/Viudas;2009T2;2,3
Hombres;De 60 a 64 años;Viudos/Viudas;2009T1;1,8
Hombres;De 60 a 64 años;Viudos/Viudas;2008T4;0,5
Hombres;De 60 a 64 años;Viudos/Viudas;2008T3;2,6
Hombres;De 60 a 64 años;Viudos/Viudas;2008T2;0,2
Hombres;De 60 a 64 años;Viudos/Viudas;2008T1;0,5
Hombres;De 60 a 64 años;Viudos/Viudas;2007T4;1,3
Hombres;De 60 a 64 años;Viudos/Viudas;2007T3;0,4
Hombres;De 60 a 64 años;Viudos/Viudas;2007T2;0,6
Hombres;De 60 a 64 años;Viudos/Viudas;2007T1;0,6
Hombres;De 60 a 64 años;Viudos/Viudas;2006T4;0,5
Hombres;De 60 a 64 años;Viudos/Viudas;2006T3;0,9
Hombres;De 60 a 64 años;Viudos/Viudas;2006T2;0,8
Hombres;De 60 a 64 años;Viudos/Viudas;2006T1;0,4
Hombres;De 60 a 64 años;Viudos/Viudas;2005T4;0,6
Hombres;De 60 a 64 años;Viudos/Viudas;2005T3;1
Hombres;De 60 a 64 años;Viudos/Viudas;2005T2;1,7
Hombres;De 60 a 64 años;Viudos/Viudas;2005T1;2,8
Hombres;De 60 a 64 años;Viudos/Viudas;2004T4;1,9
Hombres;De 60 a 64 años;Viudos/Viudas;2004T3;1,7
Hombres;De 60 a 64 años;Viudos/Viudas;2004T2;1,4
Hombres;De 60 a 64 años;Viudos/Viudas;2004T1;1,8
Hombres;De 60 a 64 años;Viudos/Viudas;2003T4;0,6
Hombres;De 60 a 64 años;Viudos/Viudas;2003T3;0,8
Hombres;De 60 a 64 años;Viudos/Viudas;2003T2;0,6
Hombres;De 60 a 64 años;Viudos/Viudas;2003T1;0,3
Hombres;De 60 a 64 años;Viudos/Viudas;2002T4;0,3
Hombres;De 60 a 64 años;Viudos/Viudas;2002T3;0,3
Hombres;De 60 a 64 años;Viudos/Viudas;2002T2;0,4
Hombres;De 60 a 64 años;Viudos/Viudas;2002T1;1,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2025T1;17,4
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2024T4;12,9
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2024T3;13,9
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2024T2;12,9
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2024T1;19
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2023T4;14,9
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2023T3;11,6
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2023T2;10,9
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2023T1;15,8
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2022T4;16,9
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2022T3;11,3
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2022T2;16,3
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2022T1;15,4
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2021T4;12,4
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2021T3;15,3
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2021T2;10,7
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2021T1;11,4
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2020T4;11,5
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2020T3;12,7
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2020T2;10,6
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2020T1;17,4
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2019T4;19,6
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2019T3;11,1
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2019T2;13,4
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2019T1;11,7
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2018T4;13
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2018T3;11
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2018T2;14,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2018T1;12,9
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2017T4;14,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2017T3;15,3
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2017T2;13,3
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2017T1;13,1
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2016T4;15,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2016T3;13,4
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2016T2;10,8
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2016T1;13,3
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2015T4;11
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2015T3;9,8
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2015T2;10,5
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2015T1;11,6
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2014T4;14,7
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2014T3;15,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2014T2;11,9
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2014T1;12,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2013T4;11,9
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2013T3;13,7
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2013T2;13,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2013T1;12,1
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2012T4;13,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2012T3;8,5
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2012T2;9,8
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2012T1;10,7
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2011T4;9,7
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2011T3;11,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2011T2;6,6
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2011T1;6,8
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2010T4;8,9
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2010T3;6
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2010T2;5,6
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2010T1;7,4
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2009T4;4
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2009T3;2,9
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2009T2;5,8
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2009T1;4,8
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2008T4;3
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2008T3;2,5
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2008T2;3,8
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2008T1;3,1
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2007T4;2,6
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2007T3;2,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2007T2;2,9
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2007T1;1,1
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2006T4;1,8
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2006T3;1,6
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2006T2;2,4
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2006T1;2,3
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2005T4;3,6
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2005T3;2,3
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2005T2;7,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2005T1;3
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2004T4;0,7
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2004T3;1,1
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2004T2;1,7
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2004T1;1,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2003T4;1,5
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2003T3;0,8
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2003T2;1,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2003T1;1,2
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2002T4;1,3
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2002T3;0,8
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2002T2;0,5
Hombres;De 60 a 64 años;Separados/Separadas o Divorciados/Divorciadas;2002T1;1,1
Hombres;De 65 a 69 años;Total;2025T1;5,2
Hombres;De 65 a 69 años;Total;2024T4;11,3
Hombres;De 65 a 69 años;Total;2024T3;7,9
Hombres;De 65 a 69 años;Total;2024T2;5,5
Hombres;De 65 a 69 años;Total;2024T1;10,4
Hombres;De 65 a 69 años;Total;2023T4;7,8
Hombres;De 65 a 69 años;Total;2023T3;7,4
Hombres;De 65 a 69 años;Total;2023T2;10,7
Hombres;De 65 a 69 años;Total;2023T1;9
Hombres;De 65 a 69 años;Total;2022T4;6,1
Hombres;De 65 a 69 años;Total;2022T3;7,2
Hombres;De 65 a 69 años;Total;2022T2;8,9
Hombres;De 65 a 69 años;Total;2022T1;10,7
Hombres;De 65 a 69 años;Total;2021T4;9,3
Hombres;De 65 a 69 años;Total;2021T3;10
Hombres;De 65 a 69 años;Total;2021T2;7,7
Hombres;De 65 a 69 años;Total;2021T1;5,3
Hombres;De 65 a 69 años;Total;2020T4;6,6
Hombres;De 65 a 69 años;Total;2020T3;7
Hombres;De 65 a 69 años;Total;2020T2;5,2
Hombres;De 65 a 69 años;Total;2020T1;4,7
Hombres;De 65 a 69 años;Total;2019T4;4,9
Hombres;De 65 a 69 años;Total;2019T3;5,7
Hombres;De 65 a 69 años;Total;2019T2;7,6
Hombres;De 65 a 69 años;Total;2019T1;4,6
Hombres;De 65 a 69 años;Total;2018T4;4,6
Hombres;De 65 a 69 años;Total;2018T3;5,4
Hombres;De 65 a 69 años;Total;2018T2;5,7
Hombres;De 65 a 69 años;Total;2018T1;6
Hombres;De 65 a 69 años;Total;2017T4;4,4
Hombres;De 65 a 69 años;Total;2017T3;5,8
Hombres;De 65 a 69 años;Total;2017T2;2,7
Hombres;De 65 a 69 años;Total;2017T1;3,5
Hombres;De 65 a 69 años;Total;2016T4;2,6
Hombres;De 65 a 69 años;Total;2016T3;1,5
Hombres;De 65 a 69 años;Total;2016T2;2,4
Hombres;De 65 a 69 años;Total;2016T1;2,4
Hombres;De 65 a 69 años;Total;2015T4;3,7
Hombres;De 65 a 69 años;Total;2015T3;3,2
Hombres;De 65 a 69 años;Total;2015T2;2,7
Hombres;De 65 a 69 años;Total;2015T1;3,2
Hombres;De 65 a 69 años;Total;2014T4;4,5
Hombres;De 65 a 69 años;Total;2014T3;2,2
Hombres;De 65 a 69 años;Total;2014T2;1,7
Hombres;De 65 a 69 años;Total;2014T1;4,2
Hombres;De 65 a 69 años;Total;2013T4;5,1
Hombres;De 65 a 69 años;Total;2013T3;5,4
Hombres;De 65 a 69 años;Total;2013T2;4,7
Hombres;De 65 a 69 años;Total;2013T1;6,1
Hombres;De 65 a 69 años;Total;2012T4;3,5
Hombres;De 65 a 69 años;Total;2012T3;3,5
Hombres;De 65 a 69 años;Total;2012T2;4,2
Hombres;De 65 a 69 años;Total;2012T1;3,1
Hombres;De 65 a 69 años;Total;2011T4;1,5
Hombres;De 65 a 69 años;Total;2011T3;0,3
Hombres;De 65 a 69 años;Total;2011T2;0,1
Hombres;De 65 a 69 años;Total;2011T1;1,2
Hombres;De 65 a 69 años;Total;2010T4;1,7
Hombres;De 65 a 69 años;Total;2010T3;2,4
Hombres;De 65 a 69 años;Total;2010T2;4,3
Hombres;De 65 a 69 años;Total;2010T1;2,4
Hombres;De 65 a 69 años;Total;2009T4;6,4
Hombres;De 65 a 69 años;Total;2009T3;1,7
Hombres;De 65 a 69 años;Total;2009T2;1,6
Hombres;De 65 a 69 años;Total;2009T1;1,3
Hombres;De 65 a 69 años;Total;2008T4;1,7
Hombres;De 65 a 69 años;Total;2008T3;0,6
Hombres;De 65 a 69 años;Total;2008T2;2,5
Hombres;De 65 a 69 años;Total;2008T1;0,7
Hombres;De 65 a 69 años;Total;2007T4;0,5
Hombres;De 65 a 69 años;Total;2007T3;0,2
Hombres;De 65 a 69 años;Total;2007T2;1,3
Hombres;De 65 a 69 años;Total;2007T1;1,8
Hombres;De 65 a 69 años;Total;2006T4;2,1
Hombres;De 65 a 69 años;Total;2006T3;0,9
Hombres;De 65 a 69 años;Total;2006T2;1,7
Hombres;De 65 a 69 años;Total;2006T1;1,3
Hombres;De 65 a 69 años;Total;2005T4;1,3
Hombres;De 65 a 69 años;Total;2005T3;2,4
Hombres;De 65 a 69 años;Total;2005T2;1,1
Hombres;De 65 a 69 años;Total;2005T1;0,9
Hombres;De 65 a 69 años;Total;2004T4;0,3
Hombres;De 65 a 69 años;Total;2004T3;0,4
Hombres;De 65 a 69 años;Total;2004T2;1,2
Hombres;De 65 a 69 años;Total;2004T1;1
Hombres;De 65 a 69 años;Total;2003T4;0,4
Hombres;De 65 a 69 años;Total;2003T3;0,3
Hombres;De 65 a 69 años;Total;2003T2;0,9
Hombres;De 65 a 69 años;Total;2003T1;1,5
Hombres;De 65 a 69 años;Total;2002T4;1
Hombres;De 65 a 69 años;Total;2002T3;0,5
Hombres;De 65 a 69 años;Total;2002T2;1
Hombres;De 65 a 69 años;Total;2002T1;1,1
Hombres;De 65 a 69 años;Solteros/Solteras;2025T1;0,4
Hombres;De 65 a 69 años;Solteros/Solteras;2024T4;1,9
Hombres;De 65 a 69 años;Solteros/Solteras;2024T3;2,4
Hombres;De 65 a 69 años;Solteros/Solteras;2024T2;1,9
Hombres;De 65 a 69 años;Solteros/Solteras;2024T1;5,9
Hombres;De 65 a 69 años;Solteros/Solteras;2023T4;3,5
Hombres;De 65 a 69 años;Solteros/Solteras;2023T3;1,5
Hombres;De 65 a 69 años;Solteros/Solteras;2023T2;1,1
Hombres;De 65 a 69 años;Solteros/Solteras;2023T1;1,6
Hombres;De 65 a 69 años;Solteros/Solteras;2022T4;1,5
Hombres;De 65 a 69 años;Solteros/Solteras;2022T3;1,9
Hombres;De 65 a 69 años;Solteros/Solteras;2022T2;2,1
Hombres;De 65 a 69 años;Solteros/Solteras;2022T1;0,3
Hombres;De 65 a 69 años;Solteros/Solteras;2021T4;0,9
Hombres;De 65 a 69 años;Solteros/Solteras;2021T3;1,8
Hombres;De 65 a 69 años;Solteros/Solteras;2021T2;0,7
Hombres;De 65 a 69 años;Solteros/Solteras;2021T1;..
Hombres;De 65 a 69 años;Solteros/Solteras;2020T4;0
Hombres;De 65 a 69 años;Solteros/Solteras;2020T3;0,8
Hombres;De 65 a 69 años;Solteros/Solteras;2020T2;0,2
Hombres;De 65 a 69 años;Solteros/Solteras;2020T1;0,2
Hombres;De 65 a 69 años;Solteros/Solteras;2019T4;0,4
Hombres;De 65 a 69 años;Solteros/Solteras;2019T3;2
Hombres;De 65 a 69 años;Solteros/Solteras;2019T2;1,2
Hombres;De 65 a 69 años;Solteros/Solteras;2019T1;0,7
Hombres;De 65 a 69 años;Solteros/Solteras;2018T4;0,9
Hombres;De 65 a 69 años;Solteros/Solteras;2018T3;0,9
Hombres;De 65 a 69 años;Solteros/Solteras;2018T2;0,8
Hombres;De 65 a 69 años;Solteros/Solteras;2018T1;0
Hombres;De 65 a 69 años;Solteros/Solteras;2017T4;0
Hombres;De 65 a 69 años;Solteros/Solteras;2017T3;0
Hombres;De 65 a 69 años;Solteros/Solteras;2017T2;0
Hombres;De 65 a 69 años;Solteros/Solteras;2017T1;0
Hombres;De 65 a 69 años;Solteros/Solteras;2016T4;0
Hombres;De 65 a 69 años;Solteros/Solteras;2016T3;0
Hombres;De 65 a 69 años;Solteros/Solteras;2016T2;0
Hombres;De 65 a 69 años;Solteros/Solteras;2016T1;0,3
Hombres;De 65 a 69 años;Solteros/Solteras;2015T4;0,8
Hombres;De 65 a 69 años;Solteros/Solteras;2015T3;0,2
Hombres;De 65 a 69 años;Solteros/Solteras;2015T2;0
Hombres;De 65 a 69 años;Solteros/Solteras;2015T1;0
Hombres;De 65 a 69 años;Solteros/Solteras;2014T4;0,4
Hombres;De 65 a 69 años;Solteros/Solteras;2014T3;0
Hombres;De 65 a 69 años;Solteros/Solteras;2014T2;0,3
Hombres;De 65 a 69 años;Solteros/Solteras;2014T1;1,3
Hombres;De 65 a 69 años;Solteros/Solteras;2013T4;1,2
Hombres;De 65 a 69 años;Solteros/Solteras;2013T3;1,3
Hombres;De 65 a 69 años;Solteros/Solteras;2013T2;1,4
Hombres;De 65 a 69 años;Solteros/Solteras;2013T1;1,4
Hombres;De 65 a 69 años;Solteros/Solteras;2012T4;0,1
Hombres;De 65 a 69 años;Solteros/Solteras;2012T3;1,1
Hombres;De 65 a 69 años;Solteros/Solteras;2012T2;1,5
Hombres;De 65 a 69 años;Solteros/Solteras;2012T1;0,7
Hombres;De 65 a 69 años;Solteros/Solteras;2011T4;0,5
Hombres;De 65 a 69 años;Solteros/Solteras;2011T3;0
Hombres;De 65 a 69 años;Solteros/Solteras;2011T2;0
Hombres;De 65 a 69 años;Solteros/Solteras;2011T1;0,1
Hombres;De 65 a 69 años;Solteros/Solteras;2010T4;0
Hombres;De 65 a 69 años;Solteros/Solteras;2010T3;0
Hombres;De 65 a 69 años;Solteros/Solteras;2010T2;0
Hombres;De 65 a 69 años;Solteros/Solteras;2010T1;0
Hombres;De 65 a 69 años;Solteros/Solteras;2009T4;0
Hombres;De 65 a 69 años;Solteros/Solteras;2009T3;0
Hombres;De 65 a 69 años;Solteros/Solteras;2009T2;0
Hombres;De 65 a 69 años;Solteros/Solteras;2009T1;0
Hombres;De 65 a 69 años;Solteros/Solteras;2008T4;0
Hombres;De 65 a 69 años;Solteros/Solteras;2008T3;0
Hombres;De 65 a 69 años;Solteros/Solteras;2008T2;0,9
Hombres;De 65 a 69 años;Solteros/Solteras;2008T1;0
Hombres;De 65 a 69 años;Solteros/Solteras;2007T4;0
Hombres;De 65 a 69 años;Solteros/Solteras;2007T3;0
Hombres;De 65 a 69 años;Solteros/Solteras;2007T2;0
Hombres;De 65 a 69 años;Solteros/Solteras;2007T1;0,3
Hombres;De 65 a 69 años;Solteros/Solteras;2006T4;0
Hombres;De 65 a 69 años;Solteros/Solteras;2006T3;0,2
Hombres;De 65 a 69 años;Solteros/Solteras;2006T2;0
Hombres;De 65 a 69 años;Solteros/Solteras;2006T1;0
Hombres;De 65 a 69 años;Solteros/Solteras;2005T4;0,2
Hombres;De 65 a 69 años;Solteros/Solteras;2005T3;0,1
Hombres;De 65 a 69 años;Solteros/Solteras;2005T2;0
Hombres;De 65 a 69 años;Solteros/Solteras;2005T1;0
Hombres;De 65 a 69 años;Solteros/Solteras;2004T4;0
Hombres;De 65 a 69 años;Solteros/Solteras;2004T3;0,4
Hombres;De 65 a 69 años;Solteros/Solteras;2004T2;0,3
Hombres;De 65 a 69 años;Solteros/Solteras;2004T1;0,5
Hombres;De 65 a 69 años;Solteros/Solteras;2003T4;0
Hombres;De 65 a 69 años;Solteros/Solteras;2003T3;0,3
Hombres;De 65 a 69 años;Solteros/Solteras;2003T2;0,3
Hombres;De 65 a 69 años;Solteros/Solteras;2003T1;1,2
Hombres;De 65 a 69 años;Solteros/Solteras;2002T4;0,9
Hombres;De 65 a 69 años;Solteros/Solteras;2002T3;0
Hombres;De 65 a 69 años;Solteros/Solteras;2002T2;0
Hombres;De 65 a 69 años;Solteros/Solteras;2002T1;0
Hombres;De 65 a 69 años;Casados/Casadas;2025T1;4,5
Hombres;De 65 a 69 años;Casados/Casadas;2024T4;9,1
Hombres;De 65 a 69 años;Casados/Casadas;2024T3;3,9
Hombres;De 65 a 69 años;Casados/Casadas;2024T2;2,8
Hombres;De 65 a 69 años;Casados/Casadas;2024T1;4,1
Hombres;De 65 a 69 años;Casados/Casadas;2023T4;4
Hombres;De 65 a 69 años;Casados/Casadas;2023T3;3,8
Hombres;De 65 a 69 años;Casados/Casadas;2023T2;8,5
Hombres;De 65 a 69 años;Casados/Casadas;2023T1;3,8
Hombres;De 65 a 69 años;Casados/Casadas;2022T4;3,3
Hombres;De 65 a 69 años;Casados/Casadas;2022T3;2,1
Hombres;De 65 a 69 años;Casados/Casadas;2022T2;6
Hombres;De 65 a 69 años;Casados/Casadas;2022T1;8,9
Hombres;De 65 a 69 años;Casados/Casadas;2021T4;7,3
Hombres;De 65 a 69 años;Casados/Casadas;2021T3;8,1
Hombres;De 65 a 69 años;Casados/Casadas;2021T2;7
Hombres;De 65 a 69 años;Casados/Casadas;2021T1;5,3
Hombres;De 65 a 69 años;Casados/Casadas;2020T4;5,8
Hombres;De 65 a 69 años;Casados/Casadas;2020T3;5,5
Hombres;De 65 a 69 años;Casados/Casadas;2020T2;4,3
Hombres;De 65 a 69 años;Casados/Casadas;2020T1;3,4
Hombres;De 65 a 69 años;Casados/Casadas;2019T4;3,1
Hombres;De 65 a 69 años;Casados/Casadas;2019T3;2,9
Hombres;De 65 a 69 años;Casados/Casadas;2019T2;5,2
Hombres;De 65 a 69 años;Casados/Casadas;2019T1;3,8
Hombres;De 65 a 69 años;Casados/Casadas;2018T4;3,1
Hombres;De 65 a 69 años;Casados/Casadas;2018T3;3,3
Hombres;De 65 a 69 años;Casados/Casadas;2018T2;4,1
Hombres;De 65 a 69 años;Casados/Casadas;2018T1;4,4
Hombres;De 65 a 69 años;Casados/Casadas;2017T4;3,2
Hombres;De 65 a 69 años;Casados/Casadas;2017T3;4,5
Hombres;De 65 a 69 años;Casados/Casadas;2017T2;1,4
Hombres;De 65 a 69 años;Casados/Casadas;2017T1;2,7
Hombres;De 65 a 69 años;Casados/Casadas;2016T4;2,2
Hombres;De 65 a 69 años;Casados/Casadas;2016T3;0,9
Hombres;De 65 a 69 años;Casados/Casadas;2016T2;2,4
Hombres;De 65 a 69 años;Casados/Casadas;2016T1;2,1
Hombres;De 65 a 69 años;Casados/Casadas;2015T4;2,9
